2018 Lexus GX 460 Base,"108,760 mi.","$27,855",Good
2018 Lexus GX 460 460,"52,830 mi.","$36,995",Good
2018 Lexus GX 460 460,"19,302 mi.","$43,995",Good
2018 Lexus GX 460 Luxury,"68,440 mi.","$37,000",Good
2018 Lexus GX 460 Luxury,"78,891 mi.","$33,488",Good
2018 Lexus GX 460 460,"53,571 mi.","$32,399",Good
2018 Lexus GX 460 Base,"56,718 mi.","$37,020",Good
2018 Lexus GX 460 Luxury,"85,770 mi.","$34,999",Good
2018 Lexus GX 460 Luxury,"43,180 mi.","$36,990",Great
2018 Lexus GX 460 Base,"94,549 mi.","$30,987",Good
2018 Lexus GX 460 Base,"73,559 mi.","$31,899",Good
2018 Lexus GX 460 460,"80,311 mi.","$29,500",Good
2018 Lexus GX 460 Base,"56,450 mi.","$32,000",Good
2018 Lexus GX 460 Base,"89,939 mi.","$28,955",Good
2018 Lexus GX 460 Base,"58,822 mi.","$33,900",Good
2018 Lexus GX 460 Base,"28,281 mi.","$37,463",Good
2018 Lexus GX 460 Base,"65,661 mi.","$34,986",Good
2018 Lexus GX 460 Base,"42,690 mi.","$33,995",Good
2018 Lexus GX 460 Base,"116,096 mi.","$29,688",Good
2018 Lexus GX 460 Base,"62,409 mi.","$33,464",Good
2018 Lexus GX 460 Base,"107,039 mi.","$26,997",Good
2018 Lexus GX 460 Base,"72,654 mi.","$27,995",Good
2018 Lexus GX 460 Luxury,"72,555 mi.","$34,500",Good
2018 Lexus GX 460 Luxury,"78,119 mi.","$34,499",Good
2018 Lexus GX 460 460,"74,553 mi.","$33,999",Good
2018 Lexus GX 460 Base,"61,171 mi.","$32,990",Good
2018 Lexus GX 460 Base,"77,976 mi.","$30,995",Good
2018 Lexus GX 460 460,"62,507 mi.","$33,994",None
2018 Lexus GX 460 Base,"63,641 mi.","$32,000",Good
2018 Lexus GX 460 Base,"58,241 mi.","$34,998",Good
2018 Lexus GX 460 Luxury,"85,873 mi.","$36,000",Good
2018 Lexus GX 460 Luxury,"91,583 mi.","$34,998",Fair
2018 Lexus GX 460 Base,"94,996 mi.","$32,997",Fair
2018 Lexus GX 460 Luxury,"81,000 mi.","$29,999",Good
2018 Lexus GX 460 460,"79,616 mi.","$30,990",Good
2018 Lexus GX 460 Base,"65,960 mi.","$33,998",Good
2018 Lexus GX 460 Base,"61,455 mi.","$31,920",Good
2018 Lexus GX 460 Premium,"88,110 mi.","$32,940",Good
2018 Lexus GX 460 Base,"44,618 mi.","$30,909",Great
2018 Lexus GX 460 Base,"55,898 mi.","$29,900",Great
2018 Lexus GX 460 Luxury,"42,148 mi.","$38,900",Good
2018 Lexus GX 460 GX 460 Premium 4WD,"111,071 mi.","$28,999",Fair
2018 Lexus GX 460 460 Premium,"60,199 mi.","$30,460",Good
2018 Lexus GX 460 Base,"86,603 mi.","$26,690",Great
2018 Lexus GX 460 Base,"56,412 mi.","$32,995",Good
2018 Lexus GX 460 460,"53,166 mi.","$35,471",Good
2018 Lexus GX 460 Base,"47,660 mi.","$33,488",Good
2018 Lexus GX 460 460,"63,670 mi.","$32,994",Good
2018 Lexus GX 460 Base,"79,138 mi.","$33,793",Good
2018 Lexus GX 460 Base,"57,957 mi.","$31,549",Good
2018 Lexus GX 460 Base,"94,670 mi.","$29,997",Good
2018 Lexus GX 460 460,"88,104 mi.","$31,800",Good
2018 Lexus GX 460 Premium,"58,626 mi.","$30,700",Great
2018 Lexus GX 460 Luxury,"60,284 mi.","$37,975",Good
2018 Lexus GX 460 Base,"62,537 mi.","$34,998",Good
2018 Lexus GX 460 Base,"51,763 mi.","$34,937",Good
2018 Lexus GX 460 Base,"96,531 mi.","$26,516",Good
2018 Lexus GX 460 Base,"59,154 mi.","$35,680",Good
2018 Lexus GX 460 Base,"41,630 mi.","$34,828",Good
2018 Lexus GX 460 Base,"100,961 mi.","$29,038",Good
2018 Lexus GX 460 Premium,"47,700 mi.","$30,795",Great
2018 Lexus GX 460 Base,"51,359 mi.","$32,995",Good
2018 Lexus GX 460 Luxury,"83,531 mi.","$38,775",Good
2018 Lexus GX 460 GX 460 4WD,"66,436 mi.","$33,998",Good
2018 Lexus GX 460 Base,"75,714 mi.","$29,988",Good
2018 Lexus GX 460 Base,"114,195 mi.","$26,997",Good
2018 Lexus GX 460 Base,"125,652 mi.","$25,995",Good
2018 Lexus GX 460 Base,"90,811 mi.","$29,988",Good
2018 Lexus GX 460 Base,"37,117 mi.","$35,000",Great
2018 Lexus GX 460 Base,"54,800 mi.","$29,497",Great
2018 Lexus GX 460 Premium,"38,500 mi.","$32,995",Great
2018 Lexus GX 460 Base,"96,753 mi.","$28,251",Good
2018 Lexus GX 460 GX 460 PREMIUM 4WD,"72,435 mi.","$29,977",Good
2018 Lexus GX 460 Base,"43,638 mi.","$35,784",Good
2018 Lexus GX 460 Base,"53,192 mi.","$33,998",Good
2018 Lexus GX 460 Premium 4WD,"68,328 mi.","$33,995",Good
2018 Lexus GX 460 460,"56,187 mi.","$34,989",Good
2018 Lexus GX 460 Base,"41,042 mi.","$32,446",Great
2018 Lexus GX 460,"61,726 mi.","$35,000",Good
2018 Lexus GX 460 Base,"37,647 mi.","$36,998",Great
2018 Lexus GX 460 460,"53,640 mi.","$33,490",Good
2018 Lexus GX 460 Base,"56,417 mi.","$33,738",Good
2018 Lexus GX 460 GX 460 4WD,"61,228 mi.","$24,000",Great
2019 Lexus GX 460 Luxury,"76,037 mi.","$37,224",Good
2019 Lexus GX 460 Base,"54,734 mi.","$34,916",Good
2019 Lexus GX 460 Premium,"90,163 mi.","$30,080",Great
2019 Lexus GX 460 Luxury,"48,789 mi.","$43,999",Good
2019 Lexus GX 460 Luxury,"50,260 mi.","$42,888",Good
2019 Lexus GX 460 Base,"107,647 mi.","$29,900",Good
2019 Lexus GX 460 Base,"59,755 mi.","$34,695",Good
2019 Lexus GX 460 Base,"77,751 mi.","$36,995",Good
2019 Lexus GX 460 460,"72,301 mi.","$35,678",Good
2019 Lexus GX 460 Base,"52,926 mi.","$37,599",Good
2019 Lexus GX 460 Luxury,"45,187 mi.","$40,678",Fair
2019 Lexus GX 460 Base,"13,422 mi.","$42,998",Good
2019 Lexus GX 460 Luxury,"64,365 mi.","$39,000",Fair
2019 Lexus GX 460 Base,"58,542 mi.","$35,813",Good
2019 Lexus GX 460 460,"95,367 mi.","$32,574",Fair
2019 Lexus GX 460 Base,"51,546 mi.","$33,900",Good
