2018 Lexus GX 460 Base,"94,670 mi.","$28,445",Good,Used
2018 Lexus GX 460 Base,"44,764 mi.","$34,089",Good,Used
2018 Lexus GX 460 460,"56,187 mi.","$34,988",Fair,Used
2018 Lexus GX 460 Luxury,"42,148 mi.","$38,900",Good,Used
2018 Lexus GX 460 GX 460 Premium,"61,734 mi.","$35,000",Good,Used
2018 Lexus GX 460 Base,"119,030 mi.","$24,997",Great,Used
2018 Lexus GX 460 Base,"61,171 mi.","$31,990",Good,Used
2018 Lexus GX 460 Base,"58,593 mi.","$33,942",Good,Used
2018 Lexus GX 460 Base,"41,042 mi.","$32,446",Great,Used
2018 Lexus GX 460 Base,"74,959 mi.","$32,429",Good,Used
2018 Lexus GX 460 Base,"51,578 mi.","$32,900",Good,Used
2018 Lexus GX 460 GX 460,"73,559 mi.","$31,899",Good,Used
2019 Lexus GX 460 Base,"42,938 mi.","$33,199",Great,Used
2019 Lexus GX 460 Base,"107,647 mi.","$29,900",Good,Used
2019 Lexus GX 460 Premium,"90,163 mi.","$30,080",Great,Used
2019 Lexus GX 460 Luxury,"48,800 mi.","$39,950",Good,Used
2019 Lexus GX 460 Luxury,"45,187 mi.","$40,678",Fair,Used
2019 Lexus GX 460 Premium,"74,588 mi.","$41,330",Fair,Used
2019 Lexus GX 460 Premium,"80,562 mi.","$27,499",Good,Used
2019 Lexus GX 460 460,"95,367 mi.","$32,574",Fair,Used
2019 Lexus GX 460 460,"72,301 mi.","$35,598",Good,Used
2019 Lexus GX 460 Luxury,"64,365 mi.","$39,000",Fair,Used
2019 Lexus GX 460 Base,"44,222 mi.","$35,998",Good,Used
2019 Lexus GX 460 Base,"95,203 mi.","$30,997",Great,Used
2019 Lexus GX 460 Premium,"30,000 mi.","$43,995",Good,Used
2019 Lexus GX 460 460,"39,699 mi.","$39,500",Good,Used
2019 Lexus GX 460 Base,"72,288 mi.","$33,995",Good,Used
2019 Lexus GX 460 Base,"54,734 mi.","$34,916",Good,Used
